Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalHoursAsleep
2347167796,4/19/2016 12:00:00 AM,1,465,514,11.625
2347167796,4/21/2016 12:00:00 AM,1,460,484,11.5
2347167796,4/22/2016 12:00:00 AM,1,405,461,10.125
2347167796,4/23/2016 12:00:00 AM,1,374,386,9.35
2347167796,4/24/2016 12:00:00 AM,1,442,459,11.05
2347167796,4/25/2016 12:00:00 AM,1,433,471,10.825
2347167796,4/26/2016 12:00:00 AM,1,436,490,10.9
2347167796,4/27/2016 12:00:00 AM,1,448,499,11.2
2347167796,4/28/2016 12:00:00 AM,1,408,450,10.2
2347167796,4/29/2016 12:00:00 AM,1,411,473,10.275
3977333714,4/12/2016 12:00:00 AM,1,274,469,6.85
3977333714,4/13/2016 12:00:00 AM,2,295,456,7.375
3977333714,4/14/2016 12:00:00 AM,1,291,397,7.275
3977333714,4/15/2016 12:00:00 AM,1,424,556,10.6
3977333714,4/16/2016 12:00:00 AM,1,283,510,7.075
3977333714,4/17/2016 12:00:00 AM,1,381,566,9.525
3977333714,4/18/2016 12:00:00 AM,2,412,522,10.3
3977333714,4/19/2016 12:00:00 AM,1,219,395,5.475
3977333714,4/20/2016 12:00:00 AM,2,152,305,3.8
3977333714,4/21/2016 12:00:00 AM,1,332,512,8.3
3977333714,4/22/2016 12:00:00 AM,1,355,476,8.875
3977333714,4/23/2016 12:00:00 AM,1,235,372,5.875
3977333714,4/24/2016 12:00:00 AM,1,310,526,7.75
3977333714,4/25/2016 12:00:00 AM,1,262,467,6.55
3977333714,4/26/2016 12:00:00 AM,1,250,371,6.25
3977333714,4/27/2016 12:00:00 AM,1,349,540,8.725
3977333714,4/28/2016 12:00:00 AM,1,261,423,6.525
3977333714,4/29/2016 12:00:00 AM,1,333,478,8.325
3977333714,4/30/2016 12:00:00 AM,1,237,382,5.925
3977333714,5/1/2016 12:00:00 AM,1,383,626,9.575
3977333714,5/2/2016 12:00:00 AM,1,230,384,5.75
3977333714,5/3/2016 12:00:00 AM,1,292,500,7.3
3977333714,5/4/2016 12:00:00 AM,1,213,336,5.325
3977333714,5/5/2016 12:00:00 AM,1,318,480,7.95
3977333714,5/6/2016 12:00:00 AM,1,323,512,8.075
3977333714,5/7/2016 12:00:00 AM,1,237,443,5.925
3977333714,5/8/2016 12:00:00 AM,2,259,456,6.475
3977333714,5/10/2016 12:00:00 AM,1,312,452,7.8
4020332650,4/12/2016 12:00:00 AM,1,501,541,12.525
4020332650,4/16/2016 12:00:00 AM,1,77,77,1.925
4020332650,5/3/2016 12:00:00 AM,1,322,332,8.05
4020332650,5/4/2016 12:00:00 AM,1,478,536,11.95
4020332650,5/5/2016 12:00:00 AM,1,226,248,5.65
4020332650,5/6/2016 12:00:00 AM,1,385,408,9.625
4020332650,5/8/2016 12:00:00 AM,1,364,402,9.1
4020332650,5/10/2016 12:00:00 AM,1,442,494,11.05
4319703577,4/14/2016 12:00:00 AM,1,535,557,13.375
4319703577,4/15/2016 12:00:00 AM,1,465,491,11.625
4319703577,4/16/2016 12:00:00 AM,1,506,522,12.65
4319703577,4/18/2016 12:00:00 AM,1,515,551,12.875
4319703577,4/19/2016 12:00:00 AM,2,461,498,11.525
4319703577,4/20/2016 12:00:00 AM,1,523,543,13.075
4319703577,4/21/2016 12:00:00 AM,1,59,65,1.475
4319703577,4/22/2016 12:00:00 AM,1,533,550,13.325
4319703577,4/23/2016 12:00:00 AM,1,692,722,17.3
4319703577,4/24/2016 12:00:00 AM,1,467,501,11.675
4319703577,4/25/2016 12:00:00 AM,1,488,506,12.2
4319703577,4/26/2016 12:00:00 AM,1,505,516,12.625
4319703577,4/27/2016 12:00:00 AM,1,286,307,7.15
4319703577,4/28/2016 12:00:00 AM,1,497,522,12.425
4319703577,4/29/2016 12:00:00 AM,1,523,546,13.075
4319703577,4/30/2016 12:00:00 AM,1,490,516,12.25
4319703577,5/1/2016 12:00:00 AM,1,484,500,12.1
4319703577,5/2/2016 12:00:00 AM,1,478,506,11.95
4319703577,5/3/2016 12:00:00 AM,1,474,512,11.85
4319703577,5/6/2016 12:00:00 AM,1,450,491,11.25
4319703577,5/7/2016 12:00:00 AM,1,507,530,12.675
4319703577,5/8/2016 12:00:00 AM,1,602,638,15.05
4319703577,5/9/2016 12:00:00 AM,1,535,565,13.375
4319703577,5/10/2016 12:00:00 AM,1,487,517,12.175
4319703577,5/11/2016 12:00:00 AM,1,529,558,13.225
4319703577,5/12/2016 12:00:00 AM,1,302,321,7.55
4388161847,4/15/2016 12:00:00 AM,1,499,526,12.475
4388161847,4/16/2016 12:00:00 AM,2,426,448,10.65
4388161847,4/17/2016 12:00:00 AM,2,619,641,15.475
4388161847,4/18/2016 12:00:00 AM,1,99,104,2.475
4388161847,4/19/2016 12:00:00 AM,1,329,338,8.225
4388161847,4/20/2016 12:00:00 AM,1,421,451,10.525
4388161847,4/21/2016 12:00:00 AM,1,442,458,11.05
4388161847,4/22/2016 12:00:00 AM,1,82,85,2.05
4388161847,4/23/2016 12:00:00 AM,1,478,501,11.95
4388161847,4/24/2016 12:00:00 AM,3,552,595,13.8
4388161847,4/26/2016 12:00:00 AM,1,319,346,7.975
4388161847,4/27/2016 12:00:00 AM,1,439,500,10.975
4388161847,4/28/2016 12:00:00 AM,1,428,458,10.7
4388161847,4/30/2016 12:00:00 AM,2,409,430,10.225
4388161847,5/1/2016 12:00:00 AM,1,547,597,13.675
4388161847,5/2/2016 12:00:00 AM,2,368,376,9.2
4388161847,5/4/2016 12:00:00 AM,1,390,414,9.75
4388161847,5/5/2016 12:00:00 AM,1,471,495,11.775
4388161847,5/5/2016 12:00:00 AM,1,471,495,11.775
4388161847,5/7/2016 12:00:00 AM,1,472,496,11.8
4388161847,5/8/2016 12:00:00 AM,2,529,541,13.225
4388161847,5/9/2016 12:00:00 AM,1,62,65,1.55
4388161847,5/10/2016 12:00:00 AM,1,354,375,8.85
4388161847,5/11/2016 12:00:00 AM,1,469,494,11.725
4445114986,4/12/2016 12:00:00 AM,2,429,457,10.725
4445114986,4/13/2016 12:00:00 AM,2,370,406,9.25
4445114986,4/14/2016 12:00:00 AM,1,441,492,11.025
4445114986,4/15/2016 12:00:00 AM,2,337,379,8.425
4445114986,4/16/2016 12:00:00 AM,1,462,499,11.55
4445114986,4/17/2016 12:00:00 AM,1,98,107,2.45
4445114986,4/19/2016 12:00:00 AM,2,388,424,9.7
4445114986,4/20/2016 12:00:00 AM,1,439,462,10.975
4445114986,4/21/2016 12:00:00 AM,1,436,469,10.9
4445114986,4/22/2016 12:00:00 AM,1,388,417,9.7
4445114986,4/25/2016 12:00:00 AM,1,328,345,8.2
4445114986,4/26/2016 12:00:00 AM,2,353,391,8.825
4445114986,4/27/2016 12:00:00 AM,1,332,374,8.3
4445114986,4/28/2016 12:00:00 AM,1,419,442,10.475
4445114986,4/29/2016 12:00:00 AM,1,106,108,2.65
4445114986,4/30/2016 12:00:00 AM,1,322,353,8.05
4445114986,5/1/2016 12:00:00 AM,2,439,459,10.975
4445114986,5/2/2016 12:00:00 AM,1,502,542,12.55
4445114986,5/3/2016 12:00:00 AM,2,417,450,10.425
4445114986,5/4/2016 12:00:00 AM,2,337,363,8.425
4445114986,5/5/2016 12:00:00 AM,2,462,513,11.55
4445114986,5/6/2016 12:00:00 AM,2,374,402,9.35
4445114986,5/7/2016 12:00:00 AM,2,401,436,10.025
4445114986,5/8/2016 12:00:00 AM,1,361,391,9.025
4445114986,5/9/2016 12:00:00 AM,1,457,533,11.425
4445114986,5/10/2016 12:00:00 AM,1,405,426,10.125
4445114986,5/11/2016 12:00:00 AM,1,499,530,12.475
4445114986,5/12/2016 12:00:00 AM,1,483,501,12.075
4558609924,4/21/2016 12:00:00 AM,1,126,137,3.15
4558609924,4/26/2016 12:00:00 AM,1,103,121,2.575
4558609924,4/29/2016 12:00:00 AM,1,171,179,4.275
4558609924,5/1/2016 12:00:00 AM,1,115,129,2.875
4558609924,5/8/2016 12:00:00 AM,1,123,134,3.075
4702921684,4/12/2016 12:00:00 AM,1,425,439,10.625
4702921684,4/13/2016 12:00:00 AM,2,400,430,10
4702921684,4/14/2016 12:00:00 AM,1,384,415,9.6
4702921684,4/15/2016 12:00:00 AM,1,253,257,6.325
4702921684,4/16/2016 12:00:00 AM,2,382,406,9.55
4702921684,4/17/2016 12:00:00 AM,1,591,612,14.775
4702921684,4/18/2016 12:00:00 AM,1,293,312,7.325
4702921684,4/19/2016 12:00:00 AM,1,457,487,11.425
4702921684,4/20/2016 12:00:00 AM,1,454,468,11.35
4702921684,4/21/2016 12:00:00 AM,1,425,434,10.625
4702921684,4/23/2016 12:00:00 AM,1,465,475,11.625
4702921684,4/24/2016 12:00:00 AM,1,480,506,12
4702921684,4/25/2016 12:00:00 AM,1,370,380,9.25
4702921684,4/26/2016 12:00:00 AM,1,421,429,10.525
4702921684,4/27/2016 12:00:00 AM,1,432,449,10.8
4702921684,4/28/2016 12:00:00 AM,1,442,461,11.05
4702921684,4/29/2016 12:00:00 AM,1,433,447,10.825
4702921684,4/30/2016 12:00:00 AM,1,479,501,11.975
4702921684,5/3/2016 12:00:00 AM,1,327,373,8.175
4702921684,5/4/2016 12:00:00 AM,1,412,434,10.3
4702921684,5/5/2016 12:00:00 AM,1,414,428,10.35
4702921684,5/6/2016 12:00:00 AM,1,404,449,10.1
4702921684,5/7/2016 12:00:00 AM,1,520,543,13
4702921684,5/7/2016 12:00:00 AM,1,520,543,13
4702921684,5/9/2016 12:00:00 AM,1,435,458,10.875
4702921684,5/10/2016 12:00:00 AM,1,416,431,10.4
4702921684,5/11/2016 12:00:00 AM,1,354,366,8.85
4702921684,5/12/2016 12:00:00 AM,1,404,442,10.1
5553957443,4/12/2016 12:00:00 AM,1,441,464,11.025
5553957443,4/13/2016 12:00:00 AM,2,455,488,11.375
5553957443,4/14/2016 12:00:00 AM,1,357,418,8.925
5553957443,4/15/2016 12:00:00 AM,1,377,409,9.425
5553957443,4/16/2016 12:00:00 AM,2,651,686,16.275
5553957443,4/17/2016 12:00:00 AM,1,350,402,8.75
5553957443,4/18/2016 12:00:00 AM,2,520,541,13
5553957443,4/19/2016 12:00:00 AM,1,357,410,8.925
5553957443,4/20/2016 12:00:00 AM,1,658,678,16.45
5553957443,4/21/2016 12:00:00 AM,1,399,431,9.975
5553957443,4/22/2016 12:00:00 AM,1,322,353,8.05
5553957443,4/23/2016 12:00:00 AM,2,631,725,15.775
5553957443,4/24/2016 12:00:00 AM,2,553,640,13.825
5553957443,4/25/2016 12:00:00 AM,1,433,468,10.825
5553957443,4/26/2016 12:00:00 AM,1,412,453,10.3
5553957443,4/27/2016 12:00:00 AM,1,347,391,8.675
5553957443,4/28/2016 12:00:00 AM,1,421,457,10.525
5553957443,4/29/2016 12:00:00 AM,1,450,495,11.25
5553957443,4/30/2016 12:00:00 AM,2,775,843,19.375
5553957443,5/1/2016 12:00:00 AM,2,622,686,15.55
5553957443,5/2/2016 12:00:00 AM,1,409,471,10.225
5553957443,5/3/2016 12:00:00 AM,1,380,429,9.5
5553957443,5/4/2016 12:00:00 AM,1,447,470,11.175
5553957443,5/5/2016 12:00:00 AM,1,419,464,10.475
5553957443,5/6/2016 12:00:00 AM,1,400,434,10
5553957443,5/7/2016 12:00:00 AM,1,442,470,11.05
5553957443,5/8/2016 12:00:00 AM,1,568,608,14.2
5553957443,5/9/2016 12:00:00 AM,1,453,494,11.325
5553957443,5/10/2016 12:00:00 AM,1,418,443,10.45
5553957443,5/11/2016 12:00:00 AM,1,463,486,11.575
5553957443,5/12/2016 12:00:00 AM,1,438,475,10.95
5577150313,4/12/2016 12:00:00 AM,1,419,438,10.475
5577150313,4/13/2016 12:00:00 AM,1,432,458,10.8
5577150313,4/14/2016 12:00:00 AM,1,477,497,11.925
5577150313,4/15/2016 12:00:00 AM,1,392,413,9.8
5577150313,4/16/2016 12:00:00 AM,1,406,445,10.15
5577150313,4/17/2016 12:00:00 AM,1,549,583,13.725
5577150313,4/18/2016 12:00:00 AM,1,527,553,13.175
5577150313,4/19/2016 12:00:00 AM,1,449,465,11.225
5577150313,4/20/2016 12:00:00 AM,1,447,480,11.175
5577150313,4/21/2016 12:00:00 AM,1,414,437,10.35
5577150313,4/22/2016 12:00:00 AM,1,338,366,8.45
5577150313,4/23/2016 12:00:00 AM,1,384,402,9.6
5577150313,4/24/2016 12:00:00 AM,1,543,615,13.575
5577150313,4/25/2016 12:00:00 AM,1,421,461,10.525
5577150313,4/26/2016 12:00:00 AM,1,354,377,8.85
5577150313,4/27/2016 12:00:00 AM,1,424,452,10.6
5577150313,4/28/2016 12:00:00 AM,1,361,372,9.025
5577150313,4/29/2016 12:00:00 AM,1,459,485,11.475
5577150313,4/30/2016 12:00:00 AM,1,412,433,10.3
5577150313,5/1/2016 12:00:00 AM,1,379,398,9.475
5577150313,5/2/2016 12:00:00 AM,2,525,553,13.125
5577150313,5/3/2016 12:00:00 AM,1,508,543,12.7
5577150313,5/4/2016 12:00:00 AM,1,603,634,15.075
5577150313,5/5/2016 12:00:00 AM,1,74,78,1.85
5577150313,5/10/2016 12:00:00 AM,1,504,562,12.6
5577150313,5/11/2016 12:00:00 AM,1,431,476,10.775
6117666160,4/16/2016 12:00:00 AM,1,380,398,9.5
6117666160,4/17/2016 12:00:00 AM,2,336,350,8.4
6117666160,4/18/2016 12:00:00 AM,2,493,510,12.325
6117666160,4/19/2016 12:00:00 AM,1,465,492,11.625
6117666160,4/20/2016 12:00:00 AM,1,474,502,11.85
6117666160,4/21/2016 12:00:00 AM,1,508,550,12.7
6117666160,4/22/2016 12:00:00 AM,1,480,546,12
6117666160,4/23/2016 12:00:00 AM,1,492,539,12.3
6117666160,4/24/2016 12:00:00 AM,1,353,367,8.825
6117666160,4/27/2016 12:00:00 AM,1,542,557,13.55
6117666160,4/28/2016 12:00:00 AM,1,393,416,9.825
6117666160,4/29/2016 12:00:00 AM,1,600,636,15
6117666160,5/1/2016 12:00:00 AM,1,507,575,12.675
6117666160,5/5/2016 12:00:00 AM,1,392,415,9.8
6117666160,5/6/2016 12:00:00 AM,2,658,698,16.45
6117666160,5/7/2016 12:00:00 AM,2,498,507,12.45
6117666160,5/8/2016 12:00:00 AM,1,555,603,13.875
6117666160,5/9/2016 12:00:00 AM,1,492,522,12.3
6775888955,4/13/2016 12:00:00 AM,1,235,260,5.875
6775888955,4/14/2016 12:00:00 AM,1,423,441,10.575
6775888955,4/15/2016 12:00:00 AM,1,391,406,9.775
6962181067,4/12/2016 12:00:00 AM,1,366,387,9.15
6962181067,4/13/2016 12:00:00 AM,3,630,679,15.75
6962181067,4/14/2016 12:00:00 AM,2,508,535,12.7
6962181067,4/15/2016 12:00:00 AM,1,370,386,9.25
6962181067,4/16/2016 12:00:00 AM,1,357,366,8.925
6962181067,4/17/2016 12:00:00 AM,1,427,446,10.675
6962181067,4/18/2016 12:00:00 AM,1,442,458,11.05
6962181067,4/19/2016 12:00:00 AM,1,476,535,11.9
6962181067,4/20/2016 12:00:00 AM,1,418,424,10.45
6962181067,4/21/2016 12:00:00 AM,1,451,457,11.275
6962181067,4/22/2016 12:00:00 AM,1,425,435,10.625
6962181067,4/23/2016 12:00:00 AM,1,528,546,13.2
6962181067,4/24/2016 12:00:00 AM,1,511,514,12.775
6962181067,4/25/2016 12:00:00 AM,1,400,415,10
6962181067,4/26/2016 12:00:00 AM,1,441,446,11.025
6962181067,4/27/2016 12:00:00 AM,1,455,467,11.375
6962181067,4/28/2016 12:00:00 AM,1,440,453,11
6962181067,4/29/2016 12:00:00 AM,1,433,447,10.825
6962181067,4/30/2016 12:00:00 AM,1,422,424,10.55
6962181067,5/1/2016 12:00:00 AM,1,411,426,10.275
6962181067,5/2/2016 12:00:00 AM,1,466,482,11.65
6962181067,5/3/2016 12:00:00 AM,1,394,418,9.85
6962181067,5/4/2016 12:00:00 AM,1,442,455,11.05
6962181067,5/5/2016 12:00:00 AM,1,467,491,11.675
6962181067,5/6/2016 12:00:00 AM,1,443,462,11.075
6962181067,5/7/2016 12:00:00 AM,1,298,334,7.45
6962181067,5/8/2016 12:00:00 AM,1,541,569,13.525
6962181067,5/9/2016 12:00:00 AM,1,489,497,12.225
6962181067,5/10/2016 12:00:00 AM,1,469,481,11.725
6962181067,5/11/2016 12:00:00 AM,1,452,480,11.3
6962181067,5/12/2016 12:00:00 AM,1,516,535,12.9
7007744171,4/16/2016 12:00:00 AM,1,79,82,1.975
7007744171,5/1/2016 12:00:00 AM,1,58,61,1.45
7086361926,4/12/2016 12:00:00 AM,1,514,525,12.85
7086361926,4/13/2016 12:00:00 AM,1,451,465,11.275
7086361926,4/14/2016 12:00:00 AM,1,472,476,11.8
7086361926,4/15/2016 12:00:00 AM,1,377,386,9.425
7086361926,4/19/2016 12:00:00 AM,1,472,483,11.8
7086361926,4/20/2016 12:00:00 AM,1,492,502,12.3
7086361926,4/21/2016 12:00:00 AM,1,390,411,9.75
7086361926,4/22/2016 12:00:00 AM,1,428,448,10.7
7086361926,4/24/2016 12:00:00 AM,1,681,704,17.025
7086361926,4/25/2016 12:00:00 AM,1,446,447,11.15
7086361926,4/26/2016 12:00:00 AM,1,485,500,12.125
7086361926,4/27/2016 12:00:00 AM,1,469,479,11.725
7086361926,4/28/2016 12:00:00 AM,1,354,367,8.85
7086361926,4/30/2016 12:00:00 AM,1,485,489,12.125
7086361926,5/1/2016 12:00:00 AM,1,388,407,9.7
7086361926,5/2/2016 12:00:00 AM,1,440,459,11
7086361926,5/3/2016 12:00:00 AM,1,456,461,11.4
7086361926,5/4/2016 12:00:00 AM,1,420,436,10.5
7086361926,5/6/2016 12:00:00 AM,1,322,333,8.05
7086361926,5/7/2016 12:00:00 AM,1,530,548,13.25
7086361926,5/8/2016 12:00:00 AM,1,481,510,12.025
7086361926,5/9/2016 12:00:00 AM,1,427,438,10.675
7086361926,5/11/2016 12:00:00 AM,1,451,463,11.275
7086361926,5/12/2016 12:00:00 AM,1,444,457,11.1
8053475328,4/20/2016 12:00:00 AM,1,486,493,12.15
8053475328,4/23/2016 12:00:00 AM,1,331,337,8.275
8053475328,5/7/2016 12:00:00 AM,1,74,75,1.85
8378563200,4/12/2016 12:00:00 AM,1,338,356,8.45
8378563200,4/13/2016 12:00:00 AM,2,447,487,11.175
8378563200,4/14/2016 12:00:00 AM,1,424,455,10.6
8378563200,4/15/2016 12:00:00 AM,1,513,533,12.825
8378563200,4/16/2016 12:00:00 AM,2,611,689,15.275
8378563200,4/17/2016 12:00:00 AM,2,525,591,13.125
8378563200,4/18/2016 12:00:00 AM,1,398,451,9.95
8378563200,4/19/2016 12:00:00 AM,1,387,421,9.675
8378563200,4/20/2016 12:00:00 AM,1,381,409,9.525
8378563200,4/21/2016 12:00:00 AM,1,396,417,9.9
8378563200,4/22/2016 12:00:00 AM,1,441,469,11.025
8378563200,4/23/2016 12:00:00 AM,1,565,591,14.125
8378563200,4/24/2016 12:00:00 AM,1,458,492,11.45
8378563200,4/25/2016 12:00:00 AM,1,388,402,9.7
8378563200,4/25/2016 12:00:00 AM,1,388,402,9.7
8378563200,4/26/2016 12:00:00 AM,1,550,584,13.75
8378563200,4/27/2016 12:00:00 AM,1,531,600,13.275
8378563200,4/28/2016 12:00:00 AM,1,506,556,12.65
8378563200,4/29/2016 12:00:00 AM,1,527,562,13.175
8378563200,4/30/2016 12:00:00 AM,1,468,555,11.7
8378563200,5/1/2016 12:00:00 AM,1,475,539,11.875
8378563200,5/2/2016 12:00:00 AM,1,351,385,8.775
8378563200,5/3/2016 12:00:00 AM,1,405,429,10.125
8378563200,5/4/2016 12:00:00 AM,1,441,477,11.025
8378563200,5/5/2016 12:00:00 AM,1,381,417,9.525
8378563200,5/6/2016 12:00:00 AM,1,323,355,8.075
8378563200,5/7/2016 12:00:00 AM,2,459,513,11.475
8378563200,5/8/2016 12:00:00 AM,1,545,606,13.625
8378563200,5/9/2016 12:00:00 AM,1,359,399,8.975
8378563200,5/10/2016 12:00:00 AM,1,342,391,8.55
8378563200,5/11/2016 12:00:00 AM,1,368,387,9.2
8378563200,5/12/2016 12:00:00 AM,1,496,546,12.4
8792009665,4/12/2016 12:00:00 AM,1,458,493,11.45
8792009665,4/13/2016 12:00:00 AM,1,531,552,13.275
8792009665,4/14/2016 12:00:00 AM,1,486,503,12.15
8792009665,4/15/2016 12:00:00 AM,1,363,377,9.075
8792009665,4/20/2016 12:00:00 AM,1,528,547,13.2
8792009665,4/22/2016 12:00:00 AM,1,391,407,9.775
8792009665,4/23/2016 12:00:00 AM,1,339,360,8.475
8792009665,4/27/2016 12:00:00 AM,1,423,428,10.575
8792009665,4/28/2016 12:00:00 AM,1,402,416,10.05
8792009665,4/29/2016 12:00:00 AM,1,398,406,9.95
8792009665,4/30/2016 12:00:00 AM,1,343,360,8.575
8792009665,5/1/2016 12:00:00 AM,1,503,527,12.575
8792009665,5/2/2016 12:00:00 AM,1,415,423,10.375
8792009665,5/3/2016 12:00:00 AM,1,516,545,12.9
8792009665,5/4/2016 12:00:00 AM,1,439,463,10.975
